"ReportType","AnomalyType","Site","ItemNumber","ItemDescription","ItemType","Supplier","SupplierName","ScheduleNumber","ScheduleLine","PONumber","POLine","Metric1Label","Metric1Value","Metric2Label","Metric2Value","Metric3Label","Metric3Value","EarliestDate","LatestDate","Action"
"ISSUE","ORPHANED_SCHEDULE","2798","7023415-Z","FB AB PWR MAN PASS LH","FG","","","SO10028","161","","","TotalScheduledQty","240.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7023420-Z","FC 6 WAY LH","FG","","","SO10028","164","","","TotalScheduledQty","240.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7023422-Z","RCB","FG","","","SO10028","165","","","TotalScheduledQty","12968.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7023795-BLON-S","FHR P5 Textile / Textile","No BOM","","","SO10004","53","","","TotalScheduledQty","351.0000000000","","","","","06/04/2026 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7023795-CHAC-S","FHR P5 Textile / Textile","No BOM","","","SO10004","54","","","TotalScheduledQty","4563.0000000000","","","","","06/04/2026 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7038697-1A19-000","3rd row RHR ASSY ART Lug","FG","","","SO10022","81","","","TotalScheduledQty","45439.0000000000","","","","","12/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7038697-6C83-000","3rd row RHR ASSY ART Lug","FG","","","SO10022","83","","","TotalScheduledQty","31631.0000000000","","","","","02/01/2026 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7038697-7C70-000","3rd row RHR ASSY ART Lug","FG","","","SO10022","80","","","TotalScheduledQty","53941.0000000000","","","","","15/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7038697-7F99-000","3rd row RHR ASSY ART Lug","FG","","","SO10022","82","","","TotalScheduledQty","49694.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7038706-1D19-000","3rd row RHR ASSY ART Nap","FG","","","SO10022","85","","","TotalScheduledQty","306.0000000000","","","","","10/12/2025 00:00:00","27/02/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7038706-3D16-000","3rd row RHR ASSY ART Nap","FG","","","SO10022","84","","","TotalScheduledQty","939878.0000000000","","","","","10/12/2025 00:00:00","25/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7044071-CZN","A/R RB","FG","2165","","SO10013","10","","","TotalScheduledQty","112270.0000000000","","","","","15/12/2025 00:00:00","20/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7057988-1B55-000","FHR 4W KOREA ARTICO","FG","","","SO10015","139","","","TotalScheduledQty","8832.0000000000","","","","","29/04/2026 00:00:00","28/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7057988-7C70-000","FHR 4W KOREA ARTICO","FG","","","SO10015","140","","","TotalScheduledQty","26496.0000000000","","","","","29/04/2026 00:00:00","28/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7057990-1A19-000","FHR 4W KOREA LEDLUG","FG","","","SO10015","142","","","TotalScheduledQty","851.0000000000","","","","","29/04/2026 00:00:00","28/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7067507-G","RB 60 LH","FG","","","SO10028","181","","","TotalScheduledQty","18528.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7070916-BLON-S","FHR P5 Leather Moritz","No BOM","","","SO10004","55","","","TotalScheduledQty","1755.0000000000","","","","","06/04/2026 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7070922-BLON-S","FHR P5 Leather Agnes","No BOM","","","SO10004","59","","","TotalScheduledQty","2184.0000000000","","","","","02/02/2026 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7070923-CHAC-S","FHR P5 Leather R-Design","No BOM","","","SO10004","63","","","TotalScheduledQty","4212.0000000000","","","","","06/04/2026 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131018-G","RB 40% RH","FG","","","SO10028","183","","","TotalScheduledQty","79965.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131019-G","RB 60% ARM LH","FG","","","SO10028","184","","","TotalScheduledQty","79967.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131021-G","FC 6 WAY RH","FG","","","SO10028","186","","","TotalScheduledQty","480.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131024-G","FB AB PWR MAN PASS RH","FG","","","SO10028","188","","","TotalScheduledQty","480.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131026-G","FB AB PWR MAN PASS LH","FG","","","SO10028","190","","","TotalScheduledQty","480.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131030-G","RCB TRIM COVER","FG","","","SO10028","194","","","TotalScheduledQty","96257.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131034-G","FC 8 WAY LH","FG","","","SO10028","195","","","TotalScheduledQty","960.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131035-G","RB 40% RH","FG","","","SO10028","196","","","TotalScheduledQty","36737.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131036-G","RB 60% ARM LH","FG","","","SO10028","197","","","TotalScheduledQty","36737.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131039-G","FC 8 WAY RH","FG","","","SO10028","199","","","TotalScheduledQty","960.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131041-G","FB AB PWR MAN PASS RH","FG","","","SO10028","200","","","TotalScheduledQty","480.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131042-G","FB AB FAB DRIV SPK RH","FG","","","SO10028","201","","","TotalScheduledQty","480.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131048-G","FB AB PWR MAN PASS LH","FG","","","SO10028","203","","","TotalScheduledQty","480.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7131050-G","FB AB FAB DRIV SPK LH","FG","","","SO10028","204","","","TotalScheduledQty","480.0000000000","","","","","15/12/2025 00:00:00","15/12/2025 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7134631-G","CARPT CLTH B ASY TRM CVR","FG","","","SO10028","180","","","TotalScheduledQty","323250.0000000000","","","","","15/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7149805-3D16-000","FHR 2W KOREA PVC NAPPA","FG","","","SO10015","144","","","TotalScheduledQty","2011.0000000000","","","","","29/04/2026 00:00:00","30/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7165921-9A84-000","FHR 4W UNI FRANZ","No BOM","","","SO10015","149","","","TotalScheduledQty","15088.0000000000","","","","","11/12/2025 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7194918-TS815E","HR F364 MY26 MCA SPORT","FG","","","SO10006","211","","","TotalScheduledQty","74710.0000000000","","","","","12/12/2025 00:00:00","28/09/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7218657-CHAC","2R ROHR R-Design WO TP","FG","","","SO10005","164","","","TotalScheduledQty","218686.0000000000","","","","","10/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7218661-CHAC","2R ROHR R-Design TP","FG","","","SO10005","165","","","TotalScheduledQty","218719.0000000000","","","","","10/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7316277-CARM","HRO-S Pad Vinyl","FG","","","SO10005","178","","","TotalScheduledQty","152997.0000000000","","","","","21/01/2026 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7316277-CHAC","HRO-S Pad Vinyl","FG","","","SO10005","179","","","TotalScheduledQty","282000.0000000000","","","","","09/01/2026 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7316277-DAWN","HRO-S Pad Vinyl","FG","","","SO10005","180","","","TotalScheduledQty","120944.0000000000","","","","","12/12/2025 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7316465-9A84-000","ROHR FAB H244","No BOM","","","SO10015","150","","","TotalScheduledQty","14950.0000000000","","","","","25/02/2026 00:00:00","23/12/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7316472-9A84-000","RCHR FAB H244","No BOM","","","SO10015","151","","","TotalScheduledQty","7820.0000000000","","","","","25/02/2026 00:00:00","28/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7316612-CMEL","HRO-S Pad Text Vinyl","FG","","","SO10005","181","","","TotalScheduledQty","37764.0000000000","","","","","19/12/2025 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435614-GRAP","RARM TEXTILE GRAPHITE","FG","","","SO10005","186","","","TotalScheduledQty","41862.0000000000","","","","","10/12/2025 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435617-CARM","RARM Vinyl","FG","","","SO10005","188","","","TotalScheduledQty","373235.0000000000","","","","","10/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435617-CHAC","RARM Vinyl","FG","","","SO10005","187","","","TotalScheduledQty","632608.0000000000","","","","","10/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435618-CHAC","RARM Agnes R-Design","FG","","","SO10004","72","","","TotalScheduledQty","29745.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435618-CHAC","RARM Agnes R-Design","FG","","","SO10005","184","","","TotalScheduledQty","255010.0000000000","","","","","10/12/2025 00:00:00","26/10/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435620-AMBE","RARM Agnes","FG","","","SO10004","69","","","TotalScheduledQty","20940.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435620-BLON","RARM Agnes","FG","","","SO10004","68","","","TotalScheduledQty","10635.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435620-BLON","RARM Agnes","FG","","","SO10005","183","","","TotalScheduledQty","304605.0000000000","","","","","10/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435620-CHAC","RARM Agnes","FG","","","SO10004","67","","","TotalScheduledQty","15025.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435620-CHAC","RARM Agnes","FG","","","SO10005","182","","","TotalScheduledQty","671333.0000000000","","","","","10/12/2025 00:00:00","23/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435620-MARO","RARM Agnes","FG","","","SO10004","70","","","TotalScheduledQty","887.0000000000","","","","","10/12/2025 00:00:00","23/03/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435620-SLAT","RARM Agnes","FG","","","SO10004","71","","","TotalScheduledQty","225.0000000000","","","","","02/02/2026 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435625-BLON","RARM LTH MORITZ","FG","","","SO10004","65","","","TotalScheduledQty","11710.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435625-CHAC","RARM LTH MORITZ","FG","","","SO10004","64","","","TotalScheduledQty","54170.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435625-MARO","RARM LTH MORITZ","FG","","","SO10004","66","","","TotalScheduledQty","1300.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435634-BLON","RARM TEX SPORT UNI","FG","","","SO10004","74","","","TotalScheduledQty","725.0000000000","","","","","05/01/2026 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435634-CHAC","RARM TEX SPORT UNI","FG","","","SO10004","73","","","TotalScheduledQty","10070.0000000000","","","","","10/12/2025 00:00:00","27/04/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","ORPHANED_SCHEDULE","2798","7435634-CHAC","RARM TEX SPORT UNI","FG","","","SO10005","185","","","TotalScheduledQty","65991.0000000000","","","","","10/12/2025 00:00:00","09/11/2026 00:00:00","Create PO line or deactivate schedule"
"ISSUE","STALE_RELEASE","2798","108363-4S_D","THREAD 40 3 80TEX","RM","2674","Adient Ltd","","","55103519","319","ReleaseID","1","","","","","01/10/2022 00:00:00","01/10/2022 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","112283-N_L","ARROW RTNR 60","RM","320907","COBA AUTOMOTIVE SRO","","","55103419","5","ReleaseID","20240516-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1358850-15001U_L","VNL-TAURUS F2 CKS","RM","302302","Uniroyal Global Ltd.","","","55104148","1","ReleaseID","20220325-001","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1358850-1500H7_L","VNL-TAURUS F2 CKS","RM","302302","Uniroyal Global Ltd.","","","55104148","2","ReleaseID","20220325-001","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1442928-20_I","THD 30/3 92TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","8","ReleaseID","20240411-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1442928-7U_I","THD 30/3 92TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","25","ReleaseID","20240411-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1442928-GZ_I","THD 30/3 92TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","26","ReleaseID","20240411-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1749138-CU_V","THREAD 15/3 220 TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","30","ReleaseID","20240412-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1749138-NP_V","THREAD 15/3 220 TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","31","ReleaseID","20240412-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1749138-O3_V","THREAD 15/3 220 TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","32","ReleaseID","20240412-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1749138-SG_V","THREAD 15/3 220 TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","33","ReleaseID","20240412-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1749138-XL_V","THREAD 15/3 220 TEX","RM","307353","American&Efird, sukanci d.o.","","","55104116","34","ReleaseID","20240412-001","","","","","14/07/2024 00:00:00","14/07/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","1764816-N_V","PLAS STRP 1*12*170","RM","320907","COBA AUTOMOTIVE SRO","","","55103419","44","ReleaseID","20251201-001","","","","","02/12/2025 00:00:00","02/12/2025 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","2080365-15001U_L","VNL-WINDSOR F2-D30 CKS","No BOM","302302","Uniroyal Global Ltd.","","","55104148","3","ReleaseID","00005","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
"ISSUE","STALE_RELEASE","2798","2080365-15003C_L","VNL-WINDSOR F2-D30 CKS","No BOM","302302","Uniroyal Global Ltd.","","","55104148","5","ReleaseID","00005","","","","","25/06/2024 00:00:00","25/06/2024 00:00:00","Clear release ID or reactivate PO line"
